Indicator Reference Number,Indicator,Theme,Ward Name,Year,Survey Question,Sample Size,Statistic,Standard Error,Lower Confidence Limit,Upper Confidence Limit
IQOL17074,% satisfied with the range and quality of outdoor events,Culture & Leisure,.Bristol Average,2021,Q17053,3849,51.6,0.955670413,49.7,53.4
IQOL17075,% who participate in cultural activities at least once a month,Culture & Leisure,.Bristol Average,2021,Q17054,3847,32,0.886789919,30.3,33.7
IQOL17075,% who participate in cultural activities at least once a month,Culture & Leisure,.Bristol Average,2017,Q17054,3261,50.28948128,0.998216803,48.33353147,52.24454547
IQOL17075,% who participate in cultural activities at least once a month,Culture & Leisure,.Bristol Average,2019,Q17054,4060,43.32768296,0.924967492,41.52444906,45.14876329
IQOL17075,% who participate in cultural activities at least once a month,Culture & Leisure,.Bristol Average,2020,Q17054,4377,33.39672741,0.855093141,31.74222566,35.09312977
IQOL17075,% who participate in cultural activities at least once a month,Culture & Leisure,.Bristol Average,2018,Q17054,3502,45.51265156,0.967017787,43.62469074,47.41360077
IQOL17076,% who never participate in cultural activities,Culture & Leisure,.Bristol Average,2018,Q17054,3502,15.56377021,0.642736127,14.34516792,16.86550819
IQOL17076,% who never participate in cultural activities,Culture & Leisure,.Bristol Average,2021,Q17054,3847,18.4,0.660056954,17.1,19.7
IQOL17076,% who never participate in cultural activities,Culture & Leisure,.Bristol Average,2020,Q17054,4377,21.6497778,0.715232953,20.2807756,23.0844314
IQOL17076,% who never participate in cultural activities,Culture & Leisure,.Bristol Average,2017,Q17054,3261,11.59396824,0.660540022,10.36077255,12.95273587
IQOL17076,% who never participate in cultural activities,Culture & Leisure,.Bristol Average,2019,Q17054,4060,15.66016077,0.586219674,14.5451816,16.8437633
IQOL17077,% who do enough regular exercise each week (at least 150 mins moderate or 75 mins vigorous exercise),Health & Wellbeing,.Bristol Average,2017,Q17055,3271,64.42702945,0.964277454,62.51538555,66.29374669
IQOL17077,% who do enough regular exercise each week (at least 150 mins moderate or 75 mins vigorous exercise),Health & Wellbeing,.Bristol Average,2018,Q17055,3494,66.08397273,0.922712683,64.25268252,67.86836333
IQOL17077,% who do enough regular exercise each week (at least 150 mins moderate or 75 mins vigorous exercise),Health & Wellbeing,.Bristol Average,2015,Q19,3994,65.31814555,0.867419255,63.5990475,66.9981847
IQOL17078,% who play sport at least once a week,Health & Wellbeing,.Bristol Average,2018,Q17056,3482,44.30444374,0.958415837,42.43495737,46.19020459
IQOL17078,% who play sport at least once a week,Health & Wellbeing,.Bristol Average,2019,Q17056,3998,45.62165337,0.91210328,43.840322,47.41425598
IQOL17078,% who play sport at least once a week,Health & Wellbeing,.Bristol Average,2017,Q17056,3236,44.93400346,1.038185044,42.90873966,46.97620347
IQOL17078,% who play sport at least once a week,Health & Wellbeing,.Bristol Average,2015,Q20,3910,48.26182075,0.907337412,46.48638775,50.04165315
IQOL17078,% who play sport at least once a week,Health & Wellbeing,.Bristol Average,2021,Q17056,3813,55.2,0.933656623,53.4,57
IQOL17078,% who play sport at least once a week,Health & Wellbeing,.Bristol Average,2020,Q17056,4326,40.95666192,0.863009518,39.27647652,42.65823037
IQOL17079,% who ride a bicycle at least once a week,Transport,.Bristol Average,2018,Q17057,3502,25.87616494,0.838208688,24.26749944,27.55267101
IQOL17079,% who ride a bicycle at least once a week,Transport,.Bristol Average,2019,Q17057,4057,27.5274325,0.826299239,25.93776004,29.17615196
IQOL17079,% who ride a bicycle at least once a week,Transport,.Bristol Average,2017,Q17057,3196,27.89902051,0.938986337,26.09631661,29.77608004
IQOL17079,% who ride a bicycle at least once a week,Transport,.Bristol Average,2020,Q17057,4377,28.39615233,0.808132598,26.83920258,30.00637744
IQOL17079,% who ride a bicycle at least once a week,Transport,.Bristol Average,2021,Q17057,3854,26.9,0.848802551,25.3,28.6
IQOL17080,% who have access to the internet at home,Community & Living,.Bristol Average,2019,Q17058,4067,94.78630082,0.34699498,94.06273475,95.42597488
IQOL17080,% who have access to the internet at home,Community & Living,.Bristol Average,2017,Q17058,3284,98.25865083,0.278199713,97.62065105,98.72780648
IQOL17080,% who have access to the internet at home,Community & Living,.Bristol Average,2018,Q17058,3499,95.4730076,0.33355799,94.7723768,96.08361696
IQOL17080,% who have access to the internet at home,Community & Living,.Bristol Average,2021,Q17058,3856,96.1,0.282780687,95.5,96.6
IQOL17080,% who have access to the internet at home,Community & Living,.Bristol Average,2020,Q17058,4402,95.85615178,0.284843356,95.26044469,96.37983081
IQOL17081,% who have access to the internet at home through cable TV or telephone line,Community & Living,.Bristol Average,2020,Q17058,4402,89.98496442,0.526671738,88.9043776,90.97100213
IQOL17081,% who have access to the internet at home through cable TV or telephone line,Community & Living,.Bristol Average,2019,Q17058,4067,89.50587601,0.556293627,88.36447861,90.54728448
IQOL17081,% who have access to the internet at home through cable TV or telephone line,Community & Living,.Bristol Average,2018,Q17058,3499,90.2194906,0.541660935,89.10526106,91.23097988
IQOL17081,% who have access to the internet at home through cable TV or telephone line,Community & Living,.Bristol Average,2021,Q17058,3856,89.2,0.587701148,87.9,90.3
IQOL17081,% who have access to the internet at home through cable TV or telephone line,Community & Living,.Bristol Average,2017,Q17058,3284,92.00203782,0.580114136,90.78867702,93.06777268
IQOL17082,% who have access to the internet at home via mobile phone or mobile broadband,Community & Living,.Bristol Average,2018,Q17058,3499,27.08123148,0.883077871,25.38554734,28.84639292
IQOL17082,% who have access to the internet at home via mobile phone or mobile broadband,Community & Living,.Bristol Average,2017,Q17058,3284,39.24637501,1.002741504,37.29936218,41.22819316
IQOL17082,% who have access to the internet at home via mobile phone or mobile broadband,Community & Living,.Bristol Average,2020,Q17058,4402,26.43884279,0.848839398,24.80896196,28.13573454
IQOL17082,% who have access to the internet at home via mobile phone or mobile broadband,Community & Living,.Bristol Average,2021,Q17058,3856,25.4,0.861516143,23.7,27.1
IQOL17082,% who have access to the internet at home via mobile phone or mobile broadband,Community & Living,.Bristol Average,2019,Q17058,4067,29.16278609,0.863328755,27.49997216,30.88331448
IQOL17087,% concerned about climate change,Sustainability & Environment,.Bristol Average,2021,Q17063,3826,86.7,0.630436888,85.4,87.9
IQOL17087,% concerned about climate change,Sustainability & Environment,.Bristol Average,2019,Q17063,4057,87.8883338,0.618338497,86.62318147,89.04895764
IQOL17087,% concerned about climate change,Sustainability & Environment,.Bristol Average,2020,Q17063,4402,86.38857092,0.632244856,85.1011935,87.58094206
IQOL17087,% concerned about climate change,Sustainability & Environment,.Bristol Average,2018,Q17063,3502,85.76184912,0.684697073,84.36640175,87.05185593
IQOL17087,% concerned about climate change,Sustainability & Environment,.Bristol Average,2017,Q17063,3244,81.65907571,0.807319911,80.02354396,83.18883225
IQOL17087,% concerned about climate change,Sustainability & Environment,.Bristol Average,2015,Q25,4026,74.03005304,0.810271114,72.41069806,75.58640581
IQOL17088,% who think Bristol's weather will be affected by climate change,Sustainability & Environment,.Bristol Average,2017,Q17064,3280,82.50189745,0.781031809,80.91796889,83.98037876
IQOL17088,% who think Bristol's weather will be affected by climate change,Sustainability & Environment,.Bristol Average,2015,Q26i,3954,72.75031618,0.822983875,71.10776811,74.3331902
IQOL17088,% who think Bristol's weather will be affected by climate change,Sustainability & Environment,.Bristol Average,2019,Q17064,4024,84.35431396,0.669086862,82.99771014,85.6214271
IQOL17088,% who think Bristol's weather will be affected by climate change,Sustainability & Environment,.Bristol Average,2018,Q17064,3486,85.83034872,0.626150995,84.55817479,87.01381077
IQOL17089,% who think Bristol's economy will be affected by climate change,Sustainability & Environment,.Bristol Average,2015,Q26ii,3954,44.03533871,0.939965737,42.20203432,45.88505811
IQOL17089,% who think Bristol's economy will be affected by climate change,Sustainability & Environment,.Bristol Average,2019,Q17064,4024,63.29671615,0.901637372,61.51231888,65.04539518
IQOL17089,% who think Bristol's economy will be affected by climate change,Sustainability & Environment,.Bristol Average,2017,Q17064,3280,55.27749454,1.02383995,53.26324525,57.27456908
IQOL17089,% who think Bristol's economy will be affected by climate change,Sustainability & Environment,.Bristol Average,2018,Q17064,3486,57.0899865,0.928331155,55.26166986,58.89915672
IQOL17090,% who think their health will be affected by climate change,Sustainability & Environment,.Bristol Average,2017,Q17064,3280,64.92949684,0.973708371,62.99799084,66.81329159
IQOL17090,% who think their health will be affected by climate change,Sustainability & Environment,.Bristol Average,2018,Q17064,3486,67.54442148,0.913766458,65.72841958,69.30912791
IQOL17090,% who think their health will be affected by climate change,Sustainability & Environment,.Bristol Average,2019,Q17064,4024,71.38783311,0.835975678,69.72162708,72.99785893
IQOL17090,% who think their health will be affected by climate change,Sustainability & Environment,.Bristol Average,2015,Q26iii,3954,50.90460037,0.961527593,49.01961361,52.78701843
IQOL17091,% who think their work will be affected by climate change,Sustainability & Environment,.Bristol Average,2018,Q17064,3486,29.56014174,0.907703185,27.81262577,31.36974275
IQOL17091,% who think their work will be affected by climate change,Sustainability & Environment,.Bristol Average,2015,Q26iv,3954,19.34353256,0.779268554,17.86181812,20.91686082
IQOL17091,% who think their work will be affected by climate change,Sustainability & Environment,.Bristol Average,2017,Q17064,3280,27.99088749,0.942186953,26.18194308,29.87423377
IQOL17091,% who think their work will be affected by climate change,Sustainability & Environment,.Bristol Average,2019,Q17064,4024,35.35801025,0.912088774,33.59144786,37.16548251
IQOL17092,% who think their neighbourhood will be affected by climate change,Sustainability & Environment,.Bristol Average,2019,Q17064,4024,48.73652693,0.933194555,46.90997085,50.56646367
IQOL17092,% who think their neighbourhood will be affected by climate change,Sustainability & Environment,.Bristol Average,2018,Q17064,3486,41.95057699,0.963208224,40.07533007,43.8493632
IQOL17092,% who think their neighbourhood will be affected by climate change,Sustainability & Environment,.Bristol Average,2017,Q17064,3280,46.76385391,1.031618357,44.74828744,48.79003776
IQOL17092,% who think their neighbourhood will be affected by climate change,Sustainability & Environment,.Bristol Average,2015,Q26v,3954,27.98601244,0.852736848,26.34553724,29.68746378
IQOL17093,% who have changed the way they travel due to climate change concerns,Sustainability & Environment,.Bristol Average,2015,Q27ai,3438,21.68947247,0.807985398,20.14763622,23.31485004
IQOL17093,% who have changed the way they travel due to climate change concerns,Sustainability & Environment,.Bristol Average,2018,Q17065,3206,29.67135481,0.890956045,27.95527598,31.44679618
IQOL17093,% who have changed the way they travel due to climate change concerns,Sustainability & Environment,.Bristol Average,2017,Q17065,3208,31.17142794,0.952939428,29.33492896,33.06909613
IQOL17094,% who have reduced their household waste due to climate change concerns,Sustainability & Environment,.Bristol Average,2019,Q17066,3904,69.12008788,0.853101331,67.4234641,70.76666141
IQOL17094,% who have reduced their household waste due to climate change concerns,Sustainability & Environment,.Bristol Average,2021,Q17066,3664,64.2,0.930798158,62.4,66
IQOL17094,% who have reduced their household waste due to climate change concerns,Sustainability & Environment,.Bristol Average,2017,Q17066,3245,57.58194825,1.016435686,55.57845501,59.56082757
IQOL17094,% who have reduced their household waste due to climate change concerns,Sustainability & Environment,.Bristol Average,2015,Q27bi,3778,55.55752559,0.929468332,53.72909969,57.37102475
IQOL17094,% who have reduced their household waste due to climate change concerns,Sustainability & Environment,.Bristol Average,2018,Q17066,3420,64.9711783,0.972706053,63.04160306,66.85298131
IQOL17094,% who have reduced their household waste due to climate change concerns,Sustainability & Environment,.Bristol Average,2020,Q17066,4196,65.56589537,0.866176708,63.84890066,67.24317892
IQOL17095,% who have reduced energy use at home due to climate change concerns,Sustainability & Environment,.Bristol Average,2021,Q17067,3617,52.8,1.012072437,50.8,54.8
IQOL17095,% who have reduced energy use at home due to climate change concerns,Sustainability & Environment,.Bristol Average,2019,Q17067,3834,56.78666222,0.918273771,54.97865651,58.57676599
IQOL17095,% who have reduced energy use at home due to climate change concerns,Sustainability & Environment,.Bristol Average,2020,Q17067,4108,50.70099585,0.90530154,48.92646694,52.47376025
IQOL17095,% who have reduced energy use at home due to climate change concerns,Sustainability & Environment,.Bristol Average,2017,Q17067,3225,52.5714884,1.033832704,50.54205203,54.59246494
IQOL17095,% who have reduced energy use at home due to climate change concerns,Sustainability & Environment,.Bristol Average,2018,Q17067,3368,54.36366984,1.022342118,52.35388843,56.35934211
IQOL17095,% who have reduced energy use at home due to climate change concerns,Sustainability & Environment,.Bristol Average,2015,Q27ci,3776,50.88386847,0.939199899,49.04267035,52.72267191
IQOL17096,% who have eaten less meat and dairy produce due to climate change concerns,Sustainability & Environment,.Bristol Average,2015,Q27di,3620,18.65127025,0.704735188,17.30921727,20.07212004
IQOL17096,% who have eaten less meat and dairy produce due to climate change concerns,Sustainability & Environment,.Bristol Average,2017,Q17068,3239,27.73794946,0.89536855,26.01765645,29.52659216
IQOL17096,% who have eaten less meat and dairy produce due to climate change concerns,Sustainability & Environment,.Bristol Average,2021,Q17068,3604,48,0.951063149,46.2,49.9
IQOL17096,% who have eaten less meat and dairy produce due to climate change concerns,Sustainability & Environment,.Bristol Average,2019,Q17068,3806,45.4830186,0.911116633,43.70378699,47.27385899
IQOL17096,% who have eaten less meat and dairy produce due to climate change concerns,Sustainability & Environment,.Bristol Average,2020,Q17068,4098,43.22335794,0.906215691,41.45661175,45.00751269
IQOL17096,% who have eaten less meat and dairy produce due to climate change concerns,Sustainability & Environment,.Bristol Average,2018,Q17068,3323,34.70667759,0.923310949,32.91976138,36.53775709
IQOL17097,% satisfied with the state of repair of their home,Housing,.Bristol Average,2015,Q31,4025,78.17266522,0.797489791,76.56932745,79.6953823
IQOL17097,% satisfied with the state of repair of their home,Housing,.Bristol Average,2019,Q17070,3966,81.06642969,0.719653838,79.61550609,82.43686182
IQOL17097,% satisfied with the state of repair of their home,Housing,.Bristol Average,2017,Q17070,3235,73.78837697,0.904755293,71.97681398,75.52265669
IQOL17097,% satisfied with the state of repair of their home,Housing,.Bristol Average,2021,Q17070,3778,74.5,0.832012144,72.8,76.1
IQOL17097,% satisfied with the state of repair of their home,Housing,.Bristol Average,2020,Q17070,4310,78.60005787,0.765126295,77.06221567,80.06147307
IQOL17097,% satisfied with the state of repair of their home,Housing,.Bristol Average,2018,Q17070,3427,77.56102508,0.839791177,75.87227378,79.16403683
IQOL17098,% satisfied with the cost of heating their home,Housing,.Bristol Average,2017,Q17071,3219,41.15141282,1.011572477,39.18408181,43.14744021
IQOL17098,% satisfied with the cost of heating their home,Housing,.Bristol Average,2021,Q17071,3775,34.7,0.915227394,32.9,36.5
IQOL17098,% satisfied with the cost of heating their home,Housing,.Bristol Average,2019,Q17071,3948,50.81730234,1.001573944,48.85396631,52.77812058
IQOL17098,% satisfied with the cost of heating their home,Housing,.Bristol Average,2018,Q17071,3425,46.7556995,1.00993968,44.78234793,48.73925322
IQOL17098,% satisfied with the cost of heating their home,Housing,.Bristol Average,2020,Q17071,4287,51.63712398,0.878571386,49.91386148,53.35650176
IQOL17099,% satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2021,Q17072,2440,52.6,1.157459767,50.3,54.9
IQOL17099,% satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2018,Q17072,2390,57.44963653,1.084433394,55.31164517,59.56012592
IQOL17099,% satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2020,Q17072,2743,60.14619525,1.070802781,58.02997382,62.22517186
IQOL17099,% satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2017,Q17072,2190,55.80625527,1.241543758,53.36080338,58.22386975
IQOL17099,% satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2019,Q17072,2603,58.96880528,1.141036996,56.71529538,61.18528537
IQOL17100,% satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2018,Q17073,3118,81.794957,0.828091622,80.11535211,83.36215306
IQOL17100,% satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2019,Q17073,3636,84.62915176,0.730160169,83.14291444,86.00640665
IQOL17100,% satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2021,Q17073,3467,81.5,0.822613845,79.8,83.1
IQOL17100,% satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2017,Q17073,2975,80.76293898,0.859059944,79.02287163,82.39083069
IQOL17100,% satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2020,Q17073,3945,85.66654186,0.684785308,84.27135884,86.95712171
IQOL17101,% of renters who are satisfied with their landlord,Housing,.Bristol Average,2020,Q17074,1078,66.1263754,1.781240427,62.55254804,69.52529663
IQOL17101,% of renters who are satisfied with their landlord,Housing,.Bristol Average,2019,Q17074,993,69.79258151,1.719161153,66.32058062,73.05209087
IQOL17101,% of renters who are satisfied with their landlord,Housing,.Bristol Average,2018,Q17074,1023,67.03703309,1.872667922,63.26862226,70.59849218
IQOL17101,% of renters who are satisfied with their landlord,Housing,.Bristol Average,2017,Q17074,730,60.2708209,2.136127579,56.01847304,64.37350544
IQOL17102,% satisfied overall with their current accommodation,Housing,.Bristol Average,2018,Q17075,3286,84.28774675,0.760923,82.73814014,85.72224975
IQOL17102,% satisfied overall with their current accommodation,Housing,.Bristol Average,2021,Q17075,3646,82.2,0.758147454,80.6,83.6
IQOL17102,% satisfied overall with their current accommodation,Housing,.Bristol Average,2020,Q17075,4153,86.89260518,0.650959439,85.56317111,88.11661918
IQOL17102,% satisfied overall with their current accommodation,Housing,.Bristol Average,2019,Q17075,3798,87.7004607,0.648438233,86.37204992,88.91599925
IQOL17102,% satisfied overall with their current accommodation,Housing,.Bristol Average,2017,Q17075,3155,83.14941393,0.800280254,81.52217572,84.66031489
IQOL17103,% who live alone,Community & Living,.Bristol Average,2021,Q17076,3856,25.1,0.791604148,23.5,26.6
IQOL17103,% who live alone,Community & Living,.Bristol Average,2019,Q17076,4048,26.2486899,0.775393694,24.75748916,27.79652783
IQOL17103,% who live alone,Community & Living,.Bristol Average,2015,Q30,4011,28.14074037,0.788819513,26.62079708,29.71232683
IQOL17103,% who live alone,Community & Living,.Bristol Average,2020,Q17076,4286,25.81939242,0.768847562,24.34133383,27.35475206
IQOL17103,% who live alone,Community & Living,.Bristol Average,2017,Q17076,3278,17.86787217,0.801498757,16.3505728,19.49316208
IQOL17103,% who live alone,Community & Living,.Bristol Average,2018,Q17076,3453,25.09430866,0.793762928,23.57080788,26.68190397
IQOL17104,% children aged 7 to 10 who travel to school usually accompanied by an adult,Transport,.Bristol Average,2018,"Q17077   
Q17078",294,84.45807304,2.2664335,79.48311226,88.40271393
IQOL17104,% children aged 7 to 10 who travel to school usually accompanied by an adult,Transport,.Bristol Average,2017,Q17077 Q17078,358,82.9608939,1.9694653,78.7476654,86.4822397
IQOL17105,% children aged 7 to 10 who travel to school sometimes accompanied by an adult,Transport,.Bristol Average,2017,Q17077 Q17078,358,3.9106145,0.9849918,2.3768148,6.3696211
IQOL17105,% children aged 7 to 10 who travel to school sometimes accompanied by an adult,Transport,.Bristol Average,2018,"Q17077   
Q17078",294,6.820870067,1.55294459,4.337839555,10.56819782
IQOL17106,% children aged 7 to 10 who travel to school accompanied by an adult part of the way,Transport,.Bristol Average,2018,"Q17077   
Q17078",294,5.035134607,1.475535707,2.814342345,8.848791092
IQOL17106,% children aged 7 to 10 who travel to school accompanied by an adult part of the way,Transport,.Bristol Average,2017,Q17077 Q17078,358,5.027933,1.1891404,3.1472331,7.9403495
IQOL17107,% children aged 7 to 10 who travel to school usually unaccompanied,Transport,.Bristol Average,2018,"Q17077   
Q17078",294,3.685922283,1.248331475,1.884835655,7.083809144
IQOL17107,% children aged 7 to 10 who travel to school usually unaccompanied,Transport,.Bristol Average,2017,Q17077 Q17078,358,8.1005587,1.3920212,5.7580746,11.2819242
IQOL17108,% children aged 7 to 10 who travel less than 1 mile to school,Transport,.Bristol Average,2017,Q17077 Q17079,356,55.6179775,2.7396023,50.2035219,60.9021994
IQOL17108,% children aged 7 to 10 who travel less than 1 mile to school,Transport,.Bristol Average,2018,"Q17077
Q17079",294,63.964764,3.019281558,57.86164425,69.64762718
IQOL17109,% children aged 7 to 10 who travel 1 to 2 miles to school,Transport,.Bristol Average,2018,"Q17077
Q17079",294,22.90048276,2.626928888,18.15987974,28.44843528
IQOL17109,% children aged 7 to 10 who travel 1 to 2 miles to school,Transport,.Bristol Average,2017,Q17077 Q17079,356,30.0561798,2.4849657,25.4205591,35.1388493
IQOL17110,% children aged 7 to 10 who travel 2 to 3 miles to school,Transport,.Bristol Average,2017,Q17077 Q17079,356,7.0224719,1.3873644,4.7439082,10.2773809
IQOL17110,% children aged 7 to 10 who travel 2 to 3 miles to school,Transport,.Bristol Average,2018,"Q17077
Q17079",294,7.795450421,1.646135719,5.120541616,11.695454
IQOL17111,% children aged 7 to 10 who travel over 3 miles to school,Transport,.Bristol Average,2017,Q17077 Q17079,356,7.3033708,1.3881685,5.0073646,10.5353941
IQOL17111,% children aged 7 to 10 who travel over 3 miles to school,Transport,.Bristol Average,2018,"Q17077
Q17079",294,5.33930281,1.279212585,3.320533386,8.47778901
IQOL17112,% in good health,Health & Wellbeing,.Bristol Average,2020,Q17080,4393,87.12272409,0.548735802,86.00839856,88.16051854
IQOL17112,% in good health,Health & Wellbeing,.Bristol Average,2018,Q17080,3499,84.31002581,0.685577223,82.9190102,85.60742436
IQOL17112,% in good health,Health & Wellbeing,.Bristol Average,2017,Q17080,3282,83.93030385,0.730168605,82.44716709,85.31045
IQOL17112,% in good health,Health & Wellbeing,.Bristol Average,2021,Q17080,3849,84.9,0.637793975,83.6,86.1
IQOL17112,% in good health,Health & Wellbeing,.Bristol Average,2015,Q37,3999,88.03552497,0.552965423,86.90860204,89.07763252
IQOL17112,% in good health,Health & Wellbeing,.Bristol Average,2019,Q17080,4064,87.56433152,0.558238336,86.42825945,88.61782861
IQOL17114,% satisfied with life,Health & Wellbeing,.Bristol Average,2017,Q17082,3281,68.75560473,0.941620528,66.88097502,70.5708157
IQOL17114,% satisfied with life,Health & Wellbeing,.Bristol Average,2019,Q17082,3997,75.29631842,0.839969383,73.61339741,76.90557774
IQOL17114,% satisfied with life,Health & Wellbeing,.Bristol Average,2018,Q17082,3489,67.96473713,0.895874874,66.18398771,69.69465115
IQOL17114,% satisfied with life,Health & Wellbeing,.Bristol Average,2015,Q33,4005,73.6852255,0.823755912,72.03915092,75.26766395
IQOL17114,% satisfied with life,Health & Wellbeing,.Bristol Average,2021,Q17082,3841,67.8,0.874286628,66.1,69.5
IQOL17114,% satisfied with life,Health & Wellbeing,.Bristol Average,2020,Q17082,4358,70.72266576,0.827980568,69.07388883,72.31876729
IQOL17115,% low life satisfaction,Health & Wellbeing,.Bristol Average,2019,Q17082,3997,8.99598594,0.539509009,7.993060135,10.11092431
IQOL17115,% low life satisfaction,Health & Wellbeing,.Bristol Average,2017,Q17082,3281,13.06055392,0.747273502,11.66435951,14.59625482
IQOL17115,% low life satisfaction,Health & Wellbeing,.Bristol Average,2015,Q33,4003,10.0539832,0.5735984,8.984233,11.2353846
IQOL17115,% low life satisfaction,Health & Wellbeing,.Bristol Average,2020,Q17082,4358,10.54660341,0.554711603,9.507751836,11.68430751
IQOL17115,% low life satisfaction,Health & Wellbeing,.Bristol Average,2018,Q17082,3489,11.97196912,0.653600913,10.74895207,13.31338374
IQOL17115,% low life satisfaction,Health & Wellbeing,.Bristol Average,2021,Q17082,3841,12.9,0.635197553,11.7,14.2
IQOL17118,% very high life satisfaction,Health & Wellbeing,.Bristol Average,2015,Q33,4003,22.05285805,0.740838941,20.63512594,23.53910547
IQOL17118,% very high life satisfaction,Health & Wellbeing,.Bristol Average,2020,Q17082,4358,20.23425726,0.693412152,18.90916522,21.62744155
IQOL17118,% very high life satisfaction,Health & Wellbeing,.Bristol Average,2017,Q17082,3281,17.15676645,0.726437907,15.77941589,18.62775159
IQOL17118,% very high life satisfaction,Health & Wellbeing,.Bristol Average,2021,Q17082,3841,19.6,0.762837644,18.2,21.2
IQOL17118,% very high life satisfaction,Health & Wellbeing,.Bristol Average,2019,Q17082,3997,23.51790061,0.78659524,22.01129427,25.0944478
IQOL17118,% very high life satisfaction,Health & Wellbeing,.Bristol Average,2018,Q17082,3489,18.13675044,0.703524638,16.79840844,19.5566564
IQOL17120,% above average mental wellbeing,Health & Wellbeing,.Bristol Average,2019,"Q17083
Q17084
Q17085
Q17086
Q17087
Q17088
Q17089",3897,9.891493883,0.547731297,8.868592717,11.01811186
IQOL17120,% above average mental wellbeing,Health & Wellbeing,.Bristol Average,2021,Q17083 Q17084 Q17085 Q17086 Q17087 Q17088 Q17089,3702,6.7,0.473720143,5.8,7.6
IQOL17120,% above average mental wellbeing,Health & Wellbeing,.Bristol Average,2020,"Q17083
Q17084
Q17085
Q17086
Q17087
Q17088
Q17089",4221,8.159008121,0.501628448,7.228249245,9.197735423
IQOL17120,% above average mental wellbeing,Health & Wellbeing,.Bristol Average,2017,Q17083 Q17084 Q17085 Q17086 Q17087 Q17088 Q17089,3168,9.084068838,0.649735505,7.888391392,10.4404382
IQOL17120,% above average mental wellbeing,Health & Wellbeing,.Bristol Average,2015,Q38,3861,16.27762859,0.699600442,14.95249217,17.69576755
IQOL17120,% above average mental wellbeing,Health & Wellbeing,.Bristol Average,2018,"Q17083
Q17084
Q17085
Q17086
Q17087
Q17088
Q17089",3342,8.086632601,0.538207923,7.092546994,9.206242141
IQOL17121,% below average mental wellbeing,Health & Wellbeing,.Bristol Average,2020,"Q17083
Q17084
Q17085
Q17086
Q17087
Q17088
Q17089",4221,19.68496188,0.745813953,18.26400715,21.18781064
IQOL17121,% below average mental wellbeing,Health & Wellbeing,.Bristol Average,2021,Q17083 Q17084 Q17085 Q17086 Q17087 Q17088 Q17089,3702,20.5,0.793987226,18.9,22.1
IQOL17121,% below average mental wellbeing,Health & Wellbeing,.Bristol Average,2019,"Q17083
Q17084
Q17085
Q17086
Q17087
Q17088
Q17089",3897,14.67125816,0.69275848,13.36479323,16.08172882
IQOL17121,% below average mental wellbeing,Health & Wellbeing,.Bristol Average,2018,"Q17083
Q17084
Q17085
Q17086
Q17087
Q17088
Q17089",3342,19.70334403,0.812987407,18.15833861,21.34552056
IQOL17121,% below average mental wellbeing,Health & Wellbeing,.Bristol Average,2017,Q17083 Q17084 Q17085 Q17086 Q17087 Q17088 Q17089,3168,18.37024883,0.836018402,16.78791616,20.06575909
IQOL17121,% below average mental wellbeing,Health & Wellbeing,.Bristol Average,2015,Q38,3861,13.48859962,0.670198803,12.22814608,14.85698607
IQOL17122,% who rarely or never feel close to other people,Health & Wellbeing,.Bristol Average,2021,Q17088,3769,17,0.689597386,15.7,18.4
IQOL17122,% who rarely or never feel close to other people,Health & Wellbeing,.Bristol Average,2017,Q17088,3258,13.86695681,0.767743883,12.42951551,15.44132198
IQOL17122,% who rarely or never feel close to other people,Health & Wellbeing,.Bristol Average,2019,Q17088,3969,12.22045221,0.632585477,11.03372609,13.51542574
IQOL17122,% who rarely or never feel close to other people,Health & Wellbeing,.Bristol Average,2020,Q17088,4302,17.25166441,0.713738804,15.89728455,18.69578133
IQOL17122,% who rarely or never feel close to other people,Health & Wellbeing,.Bristol Average,2015,Q38f,3943,12.04895187,0.658805011,10.81622399,13.40106292
IQOL17122,% who rarely or never feel close to other people,Health & Wellbeing,.Bristol Average,2018,Q17088,3422,15.05568577,0.717899409,13.70201272,16.51749638
IQOL17123,% smokers,Health & Wellbeing,.Bristol Average,2018,Q17090,3486,10.85850686,0.607541413,9.723795669,12.1078729
IQOL17123,% smokers,Health & Wellbeing,.Bristol Average,2020,Q17090,4377,9.507942552,0.524032146,8.529306557,10.58587042
IQOL17123,% smokers,Health & Wellbeing,.Bristol Average,2015,Q42a,4017,10.5141543,0.575744582,9.437952126,11.69722431
IQOL17123,% smokers,Health & Wellbeing,.Bristol Average,2021,Q17090,3823,9.2,0.570987052,8.2,10.4
IQOL17123,% smokers,Health & Wellbeing,.Bristol Average,2019,Q17090,4038,9.537142069,0.55001947,8.512254753,10.67103425
